INSERT INTO possui (codigoEMecIES, codigoEMecCurso, quantidade) VALUES
(9, 1027, 114),
(9, 1375, 114),
(9, 1287, 114),
(9, 1049, 114),
(9, 1327, 114),
(9, 1009, 114),
(9, 1140, 114),
(9, 1014, 114),
(9, 1153, 114),
(9, 1333, 114),
(9, 1168, 114),
(9, 1114, 114),
(9, 1216, 114),
(9, 1087, 114),
(9, 1020, 114),
(9, 1349, 114),
(9, 1307, 114),
(9, 1317, 114),
(9, 1063, 114),
(9, 1257, 114),
(9, 1005, 114),
(9, 1068, 114),
(9, 1000, 114),
(9, 1267, 114),
(9, 1323, 114),
(9, 1067, 114),
(9, 1381, 114),
(9, 1162, 114),
(9, 1106, 114),
(9, 1304, 114),
(9, 1158, 114),
(9, 1111, 114),
(9, 1253, 114),
(9, 1011, 114),
(9, 1010, 114),
(9, 1093, 114),
(9, 1096, 114),
(9, 1175, 114),
(9, 1315, 114),
(9, 1143, 114),
(9, 1024, 114),
(9, 1341, 114),
(9, 1103, 114),
(9, 1379, 114),
(9, 1179, 114),
(9, 1079, 114),
(9, 1172, 114),
(9, 1273, 114),
(9, 1298, 114),
(9, 1340, 114),
(10, 1088, 92),
(10, 1205, 92),
(10, 1075, 92),
(10, 1222, 92),
(10, 1371, 92),
(10, 1321, 92),
(10, 1216, 92),
(10, 1140, 92),
(10, 1160, 92),
(10, 1322, 92),
(10, 1186, 92),
(10, 1130, 92),
(10, 1183, 92),
(10, 1334, 92),
(10, 1237, 92),
(10, 1242, 92),
(10, 1094, 92),
(10, 1355, 92),
(10, 1054, 92),
(10, 1051, 92),
(10, 1292, 92),
(10, 1161, 92),
(10, 1084, 92),
(10, 1213, 92),
(10, 1117, 92),
(10, 1156, 92),
(10, 1170, 92),
(10, 1307, 92),
(10, 1064, 92),
(10, 1148, 92),
(10, 1206, 92),
(10, 1154, 92),
(10, 1276, 92),
(10, 1099, 92),
(10, 1198, 92),
(10, 1264, 92),
(10, 1290, 92),
(10, 1262, 92),
(10, 1068, 92),
(10, 1328, 92),
(10, 1263, 92),
(10, 1293, 92),
(10, 1312, 92),
(10, 1012, 92),
(10, 1176, 92),
(10, 1082, 92),
(10, 1081, 92),
(10, 1048, 92),
(10, 1092, 92),
(10, 1370, 92),
(10, 1349, 92),
(10, 1167, 92),
(10, 1320, 92),
(10, 1316, 92),
(10, 1324, 92),
(10, 1137, 92),
(10, 1010, 92),
(10, 1351, 92),
(10, 1369, 92),
(10, 1286, 92),
(10, 1368, 92),
(10, 1199, 92),
(10, 1172, 92),
(10, 1124, 92),
(10, 1150, 92),
(10, 1214, 92),
(10, 1233, 92),
(10, 1002, 92),
(10, 1339, 92),
(10, 1350, 92),
(10, 1181, 92),
(10, 1273, 92),
(10, 1314, 92),
(10, 1133, 92),
(10, 1042, 92),
(10, 1326, 92),
(10, 1136, 92),
(10, 1278, 92),
(10, 1044, 92),
(10, 1033, 92),
(10, 1135, 92),
(10, 1145, 92),
(10, 1341, 92),
(10, 1260, 92),
(10, 1096, 92),
(10, 1178, 92),
(10, 1078, 92),
(10, 1103, 92),
(10, 1192, 92),
(10, 1024, 92),
(10, 1249, 92),
(10, 1028, 92),
(11, 1305, 130),
(11, 1076, 130),
(11, 1373, 130),
(11, 1072, 130),
(11, 1089, 130),
(11, 1380, 130),
(11, 1233, 130),
(11, 1115, 130),
(11, 1371, 130),
(11, 1330, 130),
(11, 1008, 130),
(11, 1266, 130),
(11, 1157, 130),
(11, 1288, 130),
(11, 1150, 130),
(11, 1376, 130),
(11, 1181, 130),
(11, 1086, 130),
(11, 1335, 130),
(11, 1301, 130),
(11, 1178, 130),
(11, 1152, 130),
(11, 1048, 130),
(11, 1353, 130),
(11, 1070, 130),
(11, 1102, 130),
(11, 1013, 130),
(11, 1374, 130),
(11, 1365, 130),
(11, 1006, 130),
(11, 1091, 130),
(11, 1224, 130),
(11, 1142, 130),
(11, 1036, 130),
(11, 1352, 130),
(11, 1139, 130),
(11, 1033, 130),
(11, 1277, 130),
(11, 1149, 130),
(11, 1334, 130),
(11, 1199, 130),
(11, 1017, 130),
(11, 1147, 130),
(11, 1351, 130),
(11, 1124, 130),
(11, 1184, 130),
(11, 1131, 130),
(11, 1238, 130),
(11, 1223, 130),
(11, 1114, 130),
(11, 1361, 130),
(11, 1075, 130),
(11, 1203, 130),
(11, 1005, 130),
(11, 1217, 130),
(11, 1067, 130),
(11, 1029, 130),
(11, 1111, 130),
(11, 1137, 130),
(11, 1315, 130),
(11, 1079, 130),
(11, 1256, 130),
(11, 1293, 130),
(11, 1319, 130),
(11, 1090, 130),
(11, 1338, 130),
(11, 1015, 130),
(11, 1285, 130),
(11, 1316, 130),
(11, 1145, 130),
(11, 1179, 130),
(11, 1040, 130),
(11, 1260, 130),
(11, 1165, 130),
(11, 1360, 130),
(11, 1383, 130),
(11, 1018, 130),
(11, 1228, 130),
(11, 1162, 130),
(11, 1229, 130),
(11, 1092, 130),
(11, 1188, 130),
(11, 1286, 130),
(11, 1321, 130),
(11, 1173, 130),
(11, 1025, 130),
(11, 1098, 130),
(11, 1066, 130),
(11, 1343, 130),
(11, 1294, 130),
(11, 1143, 130),
(11, 1378, 130),
(11, 1220, 130),
(11, 1100, 130),
(11, 1333, 130),
(11, 1211, 130),
(11, 1208, 130),
(11, 1226, 130),
(11, 1314, 130),
(11, 1259, 130),
(11, 1071, 130),
(11, 1093, 130),
(11, 1133, 130),
(11, 1141, 130),
(11, 1028, 130),
(11, 1349, 130),
(11, 1012, 130),
(11, 1357, 130),
(11, 1202, 130),
(11, 1177, 130),
(11, 1020, 130),
(11, 1128, 130),
(11, 1201, 130),
(11, 1144, 130),
(11, 1310, 130),
(11, 1275, 130),
(11, 1212, 130),
(11, 1120, 130),
(11, 1176, 130),
(11, 1002, 130),
(11, 1138, 130),
(11, 1242, 130),
(11, 1097, 130),
(11, 1110, 130),
(11, 1370, 130),
(11, 1156, 130),
(11, 1051, 130),
(11, 1246, 130),
(11, 1279, 130),
(11, 1101, 130),
(12, 1067, 165),
(12, 1040, 165),
(12, 1119, 165),
(12, 1002, 165),
(12, 1352, 165),
(12, 1246, 165),
(12, 1149, 165),
(12, 1264, 165),
(12, 1062, 165),
(12, 1098, 165),
(12, 1379, 165),
(12, 1267, 165),
(12, 1297, 165),
(12, 1015, 165),
(12, 1028, 165),
(12, 1360, 165),
(12, 1328, 165),
(12, 1280, 165),
(12, 1261, 165),
(12, 1247, 165),
(12, 1290, 165),
(12, 1115, 165),
(12, 1248, 165),
(12, 1127, 165),
(12, 1102, 165),
(12, 1041, 165),
(12, 1024, 165),
(12, 1011, 165),
(12, 1232, 165),
(12, 1112, 165),
(12, 1078, 165),
(12, 1039, 165),
(12, 1270, 165),
(12, 1095, 165),
(12, 1054, 165),
(12, 1003, 165),
(12, 1239, 165),
(12, 1339, 165),
(12, 1250, 165),
(12, 1362, 165),
(12, 1044, 165),
(12, 1129, 165),
(12, 1128, 165),
(12, 1332, 165),
(12, 1242, 165),
(12, 1179, 165),
(12, 1260, 165),
(12, 1056, 165),
(12, 1065, 165),
(12, 1171, 165),
(12, 1114, 165),
(12, 1292, 165),
(12, 1301, 165),
(12, 1195, 165),
(12, 1175, 165),
(12, 1257, 165),
(12, 1263, 165),
(12, 1161, 165),
(12, 1180, 165),
(12, 1266, 165),
(12, 1068, 165),
(12, 1302, 165),
(12, 1146, 165),
(12, 1025, 165),
(12, 1008, 165),
(12, 1289, 165),
(12, 1356, 165),
(12, 1200, 165),
(12, 1287, 165),
(12, 1221, 165),
(12, 1013, 165),
(12, 1079, 165),
(12, 1140, 165),
(12, 1069, 165),
(12, 1249, 165),
(12, 1225, 165),
(12, 1354, 165),
(12, 1166, 165),
(12, 1279, 165),
(12, 1376, 165),
(12, 1186, 165),
(12, 1145, 165),
(12, 1382, 165),
(12, 1361, 165),
(12, 1032, 165),
(12, 1340, 165),
(12, 1198, 165),
(12, 1046, 165),
(12, 1350, 165),
(12, 1018, 165),
(12, 1320, 165),
(12, 1038, 165),
(12, 1063, 165),
(12, 1152, 165),
(12, 1252, 165),
(12, 1284, 165),
(12, 1363, 165),
(12, 1000, 165),
(12, 1061, 165),
(12, 1296, 165),
(12, 1005, 165),
(12, 1121, 165),
(12, 1156, 165),
(12, 1237, 165),
(12, 1375, 165),
(12, 1017, 165),
(12, 1315, 165),
(12, 1163, 165),
(12, 1254, 165),
(12, 1174, 165),
(12, 1097, 165),
(12, 1023, 165),
(12, 1380, 165),
(12, 1111, 165),
(12, 1173, 165),
(12, 1108, 165),
(12, 1306, 165),
(12, 1377, 165),
(12, 1133, 165),
(12, 1104, 165),
(12, 1210, 165),
(12, 1313, 165),
(12, 1122, 165),
(12, 1034, 165),
(12, 1199, 165),
(12, 1165, 165),
(12, 1347, 165),
(12, 1094, 165),
(12, 1265, 165),
(12, 1326, 165),
(12, 1031, 165),
(12, 1055, 165),
(12, 1072, 165),
(12, 1029, 165),
(12, 1085, 165),
(12, 1188, 165),
(12, 1045, 165),
(12, 1190, 165),
(12, 1337, 165),
(12, 1134, 165),
(12, 1124, 165),
(12, 1334, 165),
(12, 1343, 165),
(12, 1047, 165),
(12, 1137, 165),
(12, 1295, 165),
(12, 1160, 165),
(12, 1275, 165),
(12, 1123, 165),
(12, 1281, 165),
(12, 1019, 165),
(12, 1014, 165),
(12, 1151, 165),
(12, 1172, 165),
(12, 1299, 165),
(12, 1207, 165),
(12, 1316, 165),
(12, 1170, 165),
(12, 1105, 165),
(12, 1251, 165),
(12, 1007, 165),
(12, 1087, 165),
(12, 1338, 165),
(12, 1155, 165),
(12, 1228, 165),
(13, 1365, 24),
(13, 1159, 24),
(13, 1043, 24),
(13, 1123, 24),
(13, 1328, 24),
(13, 1231, 24),
(13, 1059, 24),
(13, 1285, 24),
(13, 1051, 24),
(13, 1247, 24),
(13, 1246, 24),
(13, 1161, 24),
(13, 1303, 24),
(13, 1075, 24),
(13, 1244, 24),
(13, 1360, 24),
(13, 1050, 24),
(13, 1375, 24),
(13, 1281, 24),
(13, 1164, 24),
(13, 1315, 24),
(13, 1183, 24),
(13, 1380, 24),
(13, 1180, 24),
(14, 1108, 6),
(14, 1286, 6),
(14, 1311, 6),
(14, 1003, 6),
(14, 1055, 6),
(14, 1024, 6),
(15, 1302, 162),
(15, 1358, 162),
(15, 1382, 162),
(15, 1239, 162),
(15, 1192, 162),
(15, 1120, 162),
(15, 1087, 162),
(15, 1108, 162),
(15, 1325, 162),
(15, 1236, 162),
(15, 1197, 162),
(15, 1256, 162),
(15, 1037, 162),
(15, 1025, 162),
(15, 1322, 162),
(15, 1347, 162),
(15, 1162, 162),
(15, 1297, 162),
(15, 1050, 162),
(15, 1048, 162),
(15, 1096, 162),
(15, 1217, 162),
(15, 1195, 162),
(15, 1223, 162),
(15, 1124, 162),
(15, 1288, 162),
(15, 1071, 162),
(15, 1218, 162),
(15, 1044, 162),
(15, 1308, 162),
(15, 1267, 162),
(15, 1249, 162),
(15, 1026, 162),
(15, 1315, 162),
(15, 1166, 162),
(15, 1381, 162),
(15, 1024, 162),
(15, 1090, 162),
(15, 1134, 162),
(15, 1084, 162),
(15, 1193, 162),
(15, 1081, 162),
(15, 1135, 162),
(15, 1088, 162),
(15, 1062, 162),
(15, 1139, 162),
(15, 1230, 162),
(15, 1095, 162),
(15, 1151, 162),
(15, 1036, 162),
(15, 1311, 162),
(15, 1170, 162),
(15, 1068, 162),
(15, 1133, 162),
(15, 1264, 162),
(15, 1129, 162),
(15, 1238, 162),
(15, 1156, 162),
(15, 1107, 162),
(15, 1111, 162),
(15, 1244, 162),
(15, 1364, 162),
(15, 1161, 162),
(15, 1092, 162),
(15, 1013, 162),
(15, 1339, 162),
(15, 1240, 162),
(15, 1348, 162),
(15, 1247, 162),
(15, 1354, 162),
(15, 1165, 162),
(15, 1073, 162),
(15, 1072, 162),
(15, 1145, 162),
(15, 1118, 162),
(15, 1209, 162),
(15, 1121, 162),
(15, 1248, 162),
(15, 1093, 162),
(15, 1187, 162),
(15, 1049, 162),
(15, 1015, 162),
(15, 1182, 162),
(15, 1007, 162),
(15, 1163, 162),
(15, 1334, 162),
(15, 1085, 162),
(15, 1004, 162),
(15, 1252, 162),
(15, 1329, 162),
(15, 1273, 162),
(15, 1016, 162),
(15, 1246, 162),
(15, 1136, 162),
(15, 1309, 162),
(15, 1077, 162),
(15, 1361, 162),
(15, 1313, 162),
(15, 1343, 162),
(15, 1377, 162),
(15, 1001, 162),
(15, 1222, 162),
(15, 1253, 162),
(15, 1203, 162),
(15, 1235, 162),
(15, 1299, 162),
(15, 1116, 162),
(15, 1079, 162),
(15, 1101, 162),
(15, 1214, 162),
(15, 1360, 162),
(15, 1269, 162),
(15, 1189, 162),
(15, 1196, 162),
(15, 1150, 162),
(15, 1207, 162),
(15, 1375, 162),
(15, 1177, 162),
(15, 1272, 162),
(15, 1169, 162),
(15, 1277, 162),
(15, 1198, 162),
(15, 1204, 162),
(15, 1074, 162),
(15, 1054, 162),
(15, 1099, 162),
(15, 1327, 162),
(15, 1341, 162),
(15, 1104, 162),
(15, 1296, 162),
(15, 1229, 162),
(15, 1141, 162),
(15, 1055, 162),
(15, 1083, 162),
(15, 1046, 162),
(15, 1047, 162),
(15, 1021, 162),
(15, 1027, 162),
(15, 1019, 162),
(15, 1123, 162),
(15, 1291, 162),
(15, 1369, 162),
(15, 1279, 162),
(15, 1017, 162),
(15, 1371, 162),
(15, 1290, 162),
(15, 1345, 162),
(15, 1105, 162),
(15, 1167, 162),
(15, 1228, 162),
(15, 1282, 162),
(15, 1331, 162),
(15, 1032, 162),
(15, 1266, 162),
(15, 1227, 162),
(15, 1314, 162),
(15, 1234, 162),
(15, 1245, 162),
(15, 1337, 162),
(15, 1190, 162),
(15, 1103, 162),
(15, 1186, 162),
(16, 1028, 196),
(16, 1102, 196),
(16, 1201, 196),
(16, 1065, 196),
(16, 1254, 196),
(16, 1249, 196),
(16, 1124, 196),
(16, 1354, 196),
(16, 1041, 196),
(16, 1147, 196),
(16, 1230, 196),
(16, 1162, 196),
(16, 1044, 196),
(16, 1220, 196),
(16, 1272, 196),
(16, 1121, 196),
(16, 1301, 196),
(16, 1050, 196),
(16, 1062, 196),
(16, 1321, 196),
(16, 1313, 196),
(16, 1154, 196),
(16, 1273, 196),
(16, 1212, 196),
(16, 1252, 196),
(16, 1378, 196),
(16, 1207, 196),
(16, 1106, 196),
(16, 1366, 196),
(16, 1334, 196),
(16, 1061, 196),
(16, 1033, 196),
(16, 1109, 196),
(16, 1180, 196),
(16, 1344, 196),
(16, 1316, 196),
(16, 1058, 196),
(16, 1138, 196),
(16, 1305, 196),
(16, 1039, 196),
(16, 1133, 196),
(16, 1088, 196),
(16, 1239, 196),
(16, 1340, 196),
(16, 1151, 196),
(16, 1291, 196),
(16, 1068, 196),
(16, 1197, 196),
(16, 1166, 196),
(16, 1205, 196),
(16, 1203, 196),
(16, 1014, 196),
(16, 1232, 196),
(16, 1076, 196),
(16, 1170, 196),
(16, 1227, 196),
(16, 1031, 196),
(16, 1216, 196),
(16, 1326, 196),
(16, 1278, 196),
(16, 1042, 196),
(16, 1168, 196),
(16, 1360, 196),
(16, 1081, 196),
(16, 1191, 196),
(16, 1325, 196),
(16, 1048, 196),
(16, 1342, 196),
(16, 1123, 196),
(16, 1122, 196),
(16, 1240, 196),
(16, 1196, 196),
(16, 1331, 196),
(16, 1374, 196),
(16, 1107, 196),
(16, 1218, 196),
(16, 1011, 196),
(16, 1355, 196),
(16, 1177, 196),
(16, 1184, 196),
(16, 1332, 196),
(16, 1173, 196),
(16, 1136, 196),
(16, 1228, 196),
(16, 1187, 196),
(16, 1270, 196),
(16, 1054, 196),
(16, 1119, 196),
(16, 1346, 196),
(16, 1202, 196),
(16, 1118, 196),
(16, 1253, 196),
(16, 1192, 196),
(16, 1225, 196),
(16, 1099, 196),
(16, 1215, 196),
(16, 1319, 196),
(16, 1234, 196),
(16, 1080, 196),
(16, 1153, 196),
(16, 1139, 196),
(16, 1258, 196),
(16, 1188, 196),
(16, 1271, 196),
(16, 1174, 196),
(16, 1078, 196),
(16, 1074, 196),
(16, 1017, 196),
(16, 1085, 196),
(16, 1103, 196),
(16, 1363, 196),
(16, 1127, 196),
(16, 1349, 196),
(16, 1069, 196),
(16, 1116, 196),
(16, 1001, 196),
(16, 1242, 196),
(16, 1034, 196),
(16, 1091, 196),
(16, 1336, 196),
(16, 1032, 196),
(16, 1364, 196),
(16, 1183, 196),
(16, 1267, 196),
(16, 1008, 196),
(16, 1143, 196),
(16, 1259, 196),
(16, 1101, 196),
(16, 1279, 196),
(16, 1178, 196),
(16, 1314, 196),
(16, 1353, 196),
(16, 1381, 196),
(16, 1094, 196),
(16, 1260, 196),
(16, 1308, 196),
(16, 1181, 196),
(16, 1367, 196),
(16, 1194, 196),
(16, 1208, 196),
(16, 1046, 196),
(16, 1009, 196),
(16, 1295, 196),
(16, 1209, 196),
(16, 1005, 196),
(16, 1132, 196),
(16, 1072, 196),
(16, 1343, 196),
(16, 1019, 196),
(16, 1098, 196),
(16, 1029, 196),
(16, 1060, 196),
(16, 1111, 196),
(16, 1298, 196),
(16, 1287, 196),
(16, 1352, 196),
(16, 1149, 196),
(16, 1067, 196),
(16, 1030, 196),
(16, 1144, 196),
(16, 1022, 196),
(16, 1296, 196),
(16, 1093, 196),
(16, 1297, 196),
(16, 1020, 196),
(16, 1226, 196),
(16, 1213, 196),
(16, 1255, 196),
(16, 1335, 196),
(16, 1024, 196),
(16, 1140, 196),
(16, 1025, 196),
(16, 1251, 196),
(16, 1214, 196),
(16, 1383, 196),
(16, 1317, 196),
(16, 1375, 196),
(16, 1070, 196),
(16, 1371, 196),
(16, 1135, 196),
(16, 1224, 196),
(16, 1195, 196),
(16, 1359, 196),
(16, 1082, 196),
(16, 1275, 196),
(16, 1235, 196),
(16, 1193, 196),
(16, 1036, 196),
(16, 1023, 196),
(16, 1269, 196),
(16, 1293, 196),
(16, 1035, 196),
(16, 1064, 196),
(16, 1280, 196),
(16, 1268, 196),
(16, 1148, 196),
(17, 1129, 227),
(17, 1337, 227),
(17, 1223, 227),
(17, 1215, 227),
(17, 1211, 227),
(17, 1231, 227),
(17, 1128, 227),
(17, 1171, 227),
(17, 1363, 227),
(17, 1112, 227),
(17, 1268, 227),
(17, 1046, 227),
(17, 1225, 227),
(17, 1069, 227),
(17, 1207, 227),
(17, 1222, 227),
(17, 1083, 227),
(17, 1073, 227),
(17, 1203, 227),
(17, 1362, 227),
(17, 1242, 227),
(17, 1115, 227),
(17, 1015, 227),
(17, 1169, 227),
(17, 1038, 227),
(17, 1146, 227),
(17, 1007, 227),
(17, 1064, 227),
(17, 1011, 227),
(17, 1374, 227),
(17, 1098, 227),
(17, 1294, 227),
(17, 1032, 227),
(17, 1118, 227),
(17, 1024, 227),
(17, 1323, 227),
(17, 1330, 227),
(17, 1341, 227),
(17, 1078, 227),
(17, 1288, 227),
(17, 1275, 227),
(17, 1378, 227),
(17, 1281, 227),
(17, 1274, 227),
(17, 1381, 227),
(17, 1245, 227),
(17, 1049, 227),
(17, 1033, 227),
(17, 1364, 227),
(17, 1327, 227),
(17, 1144, 227),
(17, 1181, 227),
(17, 1109, 227),
(17, 1123, 227),
(17, 1239, 227),
(17, 1257, 227),
(17, 1113, 227),
(17, 1140, 227),
(17, 1084, 227),
(17, 1339, 227),
(17, 1136, 227),
(17, 1189, 227),
(17, 1303, 227),
(17, 1230, 227),
(17, 1158, 227),
(17, 1127, 227),
(17, 1344, 227),
(17, 1139, 227),
(17, 1188, 227),
(17, 1081, 227),
(17, 1085, 227),
(17, 1270, 227),
(17, 1329, 227),
(17, 1328, 227),
(17, 1005, 227),
(17, 1354, 227),
(17, 1229, 227),
(17, 1041, 227),
(17, 1145, 227),
(17, 1034, 227),
(17, 1287, 227),
(17, 1003, 227),
(17, 1117, 227),
(17, 1272, 227),
(17, 1168, 227),
(17, 1111, 227),
(17, 1119, 227),
(17, 1006, 227),
(17, 1296, 227),
(17, 1065, 227),
(17, 1379, 227),
(17, 1173, 227),
(17, 1334, 227),
(17, 1224, 227),
(17, 1273, 227),
(17, 1180, 227),
(17, 1076, 227),
(17, 1252, 227),
(17, 1048, 227),
(17, 1218, 227),
(17, 1018, 227),
(17, 1039, 227),
(17, 1210, 227),
(17, 1322, 227),
(17, 1365, 227),
(17, 1167, 227),
(17, 1086, 227),
(17, 1308, 227),
(17, 1376, 227),
(17, 1029, 227),
(17, 1302, 227),
(17, 1134, 227),
(17, 1108, 227),
(17, 1240, 227),
(17, 1095, 227),
(17, 1177, 227),
(17, 1087, 227),
(17, 1335, 227),
(17, 1358, 227),
(17, 1353, 227),
(17, 1025, 227),
(17, 1220, 227),
(17, 1063, 227),
(17, 1349, 227),
(17, 1026, 227),
(17, 1325, 227),
(17, 1250, 227),
(17, 1370, 227),
(17, 1312, 227),
(17, 1047, 227),
(17, 1311, 227),
(17, 1001, 227),
(17, 1216, 227),
(17, 1043, 227),
(17, 1077, 227),
(17, 1103, 227),
(17, 1209, 227),
(17, 1282, 227),
(17, 1088, 227),
(17, 1269, 227),
(17, 1044, 227),
(17, 1121, 227),
(17, 1190, 227),
(17, 1068, 227),
(17, 1283, 227),
(17, 1310, 227),
(17, 1352, 227),
(17, 1012, 227),
(17, 1091, 227),
(17, 1194, 227),
(17, 1278, 227),
(17, 1030, 227),
(17, 1120, 227),
(17, 1324, 227),
(17, 1100, 227),
(17, 1232, 227),
(17, 1309, 227),
(17, 1244, 227),
(17, 1380, 227),
(17, 1027, 227),
(17, 1366, 227),
(17, 1195, 227),
(17, 1092, 227),
(17, 1249, 227),
(17, 1263, 227),
(17, 1191, 227),
(17, 1377, 227),
(17, 1010, 227),
(17, 1338, 227),
(17, 1149, 227),
(17, 1369, 227),
(17, 1237, 227),
(17, 1343, 227),
(17, 1360, 227),
(17, 1285, 227),
(17, 1004, 227),
(17, 1054, 227),
(17, 1156, 227),
(17, 1319, 227),
(17, 1124, 227),
(17, 1332, 227),
(17, 1183, 227),
(17, 1126, 227),
(17, 1267, 227),
(17, 1153, 227),
(17, 1082, 227),
(17, 1148, 227),
(17, 1259, 227),
(17, 1295, 227),
(17, 1248, 227),
(17, 1260, 227),
(17, 1105, 227),
(17, 1351, 227),
(17, 1276, 227),
(17, 1172, 227),
(17, 1055, 227),
(17, 1197, 227),
(17, 1348, 227),
(17, 1132, 227),
(17, 1261, 227),
(17, 1234, 227),
(17, 1125, 227),
(17, 1371, 227),
(17, 1154, 227),
(17, 1160, 227),
(17, 1019, 227),
(17, 1021, 227),
(17, 1193, 227),
(17, 1192, 227),
(17, 1045, 227),
(17, 1057, 227),
(17, 1035, 227),
(17, 1315, 227),
(17, 1028, 227),
(17, 1359, 227),
(17, 1101, 227),
(17, 1204, 227),
(17, 1290, 227),
(17, 1163, 227),
(17, 1235, 227),
(17, 1166, 227),
(17, 1022, 227),
(17, 1080, 227),
(17, 1036, 227),
(17, 1318, 227),
(17, 1040, 227),
(17, 1165, 227),
(18, 1210, 107),
(18, 1094, 107),
(18, 1344, 107),
(18, 1318, 107),
(18, 1028, 107),
(18, 1320, 107),
(18, 1215, 107),
(18, 1284, 107),
(18, 1374, 107),
(18, 1275, 107),
(18, 1032, 107),
(18, 1206, 107),
(18, 1260, 107),
(18, 1027, 107),
(18, 1295, 107),
(18, 1218, 107),
(18, 1321, 107),
(18, 1134, 107),
(18, 1222, 107),
(18, 1169, 107),
(18, 1034, 107),
(18, 1341, 107),
(18, 1012, 107),
(18, 1262, 107),
(18, 1202, 107),
(18, 1095, 107),
(18, 1116, 107),
(18, 1142, 107),
(18, 1035, 107),
(18, 1039, 107),
(18, 1179, 107),
(18, 1293, 107),
(18, 1200, 107),
(18, 1223, 107),
(18, 1315, 107),
(18, 1047, 107),
(18, 1171, 107),
(18, 1370, 107),
(18, 1351, 107),
(18, 1279, 107),
(18, 1257, 107),
(18, 1193, 107),
(18, 1242, 107),
(18, 1229, 107),
(18, 1147, 107),
(18, 1003, 107),
(18, 1360, 107),
(18, 1158, 107),
(18, 1001, 107),
(18, 1037, 107),
(18, 1367, 107),
(18, 1136, 107),
(18, 1015, 107),
(18, 1180, 107),
(18, 1187, 107),
(18, 1090, 107),
(18, 1000, 107),
(18, 1106, 107),
(18, 1184, 107),
(18, 1190, 107),
(18, 1250, 107),
(18, 1052, 107),
(18, 1024, 107),
(18, 1266, 107),
(18, 1010, 107),
(18, 1058, 107),
(18, 1270, 107),
(18, 1185, 107),
(18, 1371, 107),
(18, 1366, 107),
(18, 1069, 107),
(18, 1349, 107),
(18, 1324, 107),
(18, 1104, 107),
(18, 1150, 107),
(18, 1137, 107),
(18, 1251, 107),
(18, 1063, 107),
(18, 1298, 107),
(18, 1084, 107),
(18, 1033, 107),
(18, 1017, 107),
(18, 1004, 107),
(18, 1109, 107),
(18, 1205, 107),
(18, 1086, 107),
(18, 1098, 107),
(18, 1128, 107),
(18, 1211, 107),
(18, 1253, 107),
(18, 1005, 107),
(18, 1174, 107),
(18, 1120, 107),
(18, 1300, 107),
(18, 1148, 107),
(18, 1170, 107),
(18, 1044, 107),
(18, 1139, 107),
(18, 1118, 107),
(18, 1155, 107),
(18, 1238, 107),
(18, 1097, 107),
(18, 1339, 107),
(18, 1014, 107),
(18, 1252, 107),
(18, 1151, 107),
(18, 1352, 107),
(19, 1117, 332),
(19, 1255, 332),
(19, 1197, 332),
(19, 1023, 332),
(19, 1236, 332),
(19, 1238, 332),
(19, 1062, 332),
(19, 1129, 332),
(19, 1341, 332),
(19, 1208, 332),
(19, 1363, 332),
(19, 1227, 332),
(19, 1007, 332),
(19, 1271, 332),
(19, 1065, 332),
(19, 1293, 332),
(19, 1068, 332),
(19, 1095, 332),
(19, 1035, 332),
(19, 1106, 332),
(19, 1097, 332),
(19, 1281, 332),
(19, 1306, 332),
(19, 1137, 332),
(19, 1369, 332),
(19, 1211, 332),
(19, 1152, 332),
(19, 1135, 332),
(19, 1346, 332),
(19, 1347, 332),
(19, 1066, 332),
(19, 1364, 332),
(19, 1085, 332),
(19, 1352, 332),
(19, 1209, 332),
(19, 1194, 332),
(19, 1201, 332),
(19, 1198, 332),
(19, 1185, 332),
(19, 1213, 332),
(19, 1348, 332),
(19, 1058, 332),
(19, 1184, 332),
(19, 1309, 332),
(19, 1094, 332),
(19, 1182, 332),
(19, 1224, 332),
(19, 1132, 332),
(19, 1370, 332),
(19, 1195, 332),
(19, 1367, 332),
(19, 1123, 332),
(19, 1382, 332),
(19, 1143, 332),
(19, 1332, 332),
(19, 1018, 332),
(19, 1111, 332),
(19, 1359, 332),
(19, 1017, 332),
(19, 1159, 332),
(19, 1269, 332),
(19, 1003, 332),
(19, 1037, 332),
(19, 1361, 332),
(19, 1371, 332),
(19, 1112, 332),
(19, 1079, 332),
(19, 1226, 332),
(19, 1151, 332),
(19, 1268, 332),
(19, 1248, 332),
(19, 1379, 332),
(19, 1223, 332),
(19, 1165, 332),
(19, 1203, 332),
(19, 1044, 332),
(19, 1327, 332),
(19, 1071, 332),
(19, 1334, 332),
(19, 1082, 332),
(19, 1191, 332),
(19, 1147, 332),
(19, 1078, 332),
(19, 1381, 332),
(19, 1322, 332),
(19, 1265, 332),
(19, 1314, 332),
(19, 1336, 332),
(19, 1272, 332),
(19, 1325, 332),
(19, 1096, 332),
(19, 1157, 332),
(19, 1128, 332),
(19, 1358, 332),
(19, 1038, 332),
(19, 1020, 332),
(19, 1001, 332),
(19, 1275, 332),
(19, 1354, 332),
(19, 1188, 332),
(19, 1022, 332),
(19, 1172, 332),
(19, 1231, 332),
(19, 1005, 332),
(19, 1142, 332),
(19, 1144, 332),
(19, 1202, 332),
(19, 1294, 332),
(19, 1266, 332),
(19, 1344, 332),
